id_pedido,fecha_pedido,rut_cliente,nombre_cliente,region,producto,categoria,cantidad,precio_unitario,descuento_pct,estado_pedido,fecha_despacho,total_venta,segmento_precio
212.0,2024-02-21,13862954,Constanza Rojas,Metropolitana,Hervidor Electrico Oster,Hogar,3.0,49990.0,4.4,entregado,2024-10-15,143371.32,medio
235.0,2024-07-13,21209463-7,Cristobal Avila,Coquimbo,Purificador Aire Xiaomi,Hogar,10.0,79990.0,20.4,despachado,2024-07-02,636720.4,alto
200.0,2024-07-10,10284953,Constanza Rojas,Maule,Jeans Skinny Levi's,Moda,9.0,9990.0,25.8,cancelado,,66713.22,bajo
2.0,2024-01-04,8112034-6,Sofia Castro,Coquimbo,Smart TV 43 LG,Tecnologia,4.0,49990.0,13.5,despachado,2024-03-22,172965.4,medio
24.0,2024-08-23,14.348.367-1,Sofia Castro,Biobio,Polera Oversize Zara,Moda,1.0,49990.0,25.8,despachado,2024-06-05,37092.58,medio
38.0,2024-02-08,9061933-9,Sofia Castro,Ohiggins,Purificador Aire Xiaomi,Hogar,7.0,199990.0,11.9,entregado,2024-12-19,1233338.33,alto
290.0,2024-05-26,24180974-6,Pedro Muñoz,Araucania,Freidora de Aire Ultracomb,Hogar,8.0,79990.0,26.7,entregado,2024-11-19,469061.36,alto
230.0,2024-05-18,14486065-1,Constanza Rojas,Ohiggins,Zapatillas Nike Air Max,Moda,7.0,29990.0,19.8,entregado,2024-11-06,168363.86000000002,medio
270.0,2024-09-03,22139768-4,Catalina Nunez,Valparaiso,Bolso Cuero Sintético,Moda,4.0,9990.0,13.5,cancelado,,34565.4,bajo
121.0,2024-05-06,21.408.220-5,Sofia Castro,Biobio,Parka Impermeable North Face,Moda,5.0,199990.0,18.3,despachado,2024-10-12,816959.1499999999,alto
177.0,2024-06-28,7908767-1,Alejandro Fuentes,Maule,Smart TV 43 LG,Tecnologia,1.0,149990.0,18.3,despachado,2024-04-19,122541.82999999999,alto
82.0,2024-06-15,19.618.878-9,Sebastian Herrera,Valparaiso,Vestido Floral H&M,Moda,7.0,199990.0,8.7,entregado,2024-11-12,1278136.09,alto
6.0,2024-08-22,24.580.115-6,Valentina Torres,Valparaiso,Parka Impermeable North Face,Moda,8.0,19990.0,11.9,cancelado,,140889.52,medio
68.0,2024-07-31,12.290.360-7,Valentina Torres,Maule,Gorra New Era,Moda,10.0,49990.0,22.3,despachado,2024-02-20,388422.3,medio
123.0,2024-10-14,6.761.309-1,Andres Vargas,Maule,Zapatillas Adidas Ultraboost,Tecnologia,4.0,19990.0,24.8,despachado,2024-05-19,60129.92,medio
170.0,2024-10-20,6989304,Carlos Rodriguez,Biobio,Gorra New Era,Moda,6.0,14990.0,29.4,despachado,2024-09-20,63497.64,medio
278.0,2024-09-21,7.913.961-4,Sofia Castro,Maule,Gorra New Era,Moda,4.0,29990.0,1.0,entregado,2024-04-28,118760.4,medio
155.0,2024-08-13,11.739.457-7,Lucia Fernandez,Biobio,Disco SSD 500GB,Tecnologia,10.0,39990.0,11.4,cancelado,,354311.4,medio
294.0,2024-03-10,22564396,Paula Mendez,Maule,Cafetera De Longhi,Hogar,9.0,79990.0,28.0,entregado,2024-10-03,518335.19999999995,alto
88.0,2024-12-02,18151927,Tomas Espinoza,Ohiggins,Webcam Logitech C920,Tecnologia,9.0,9990.0,20.4,despachado,2024-03-17,71568.36,bajo
289.0,2024-05-11,23.066.989-2,Sofia Castro,Biobio,Lampara LED de Escritorio,Hogar,6.0,29990.0,10.8,entregado,2024-01-11,160506.48,medio
149.0,2024-10-15,9695962,Catalina Nunez,Valparaiso,Pendrive 64GB Kingston,Tecnologia,7.0,14990.0,27.9,despachado,2024-10-17,75654.53000000001,medio
124.0,2024-03-21,15776599,Maria Gonzalez,Araucania,Zapatillas Adidas Ultraboost,Moda,3.0,9990.0,0.2,entregado,2024-11-30,29910.06,bajo
35.0,2024-08-24,14.336.742-6,Gabriel Molina,Valparaiso,Purificador Aire Xiaomi,Hogar,1.0,149990.0,2.5,entregado,2024-01-26,146240.25,alto
65.0,2024-06-22,18.334.916-8,Pedro Muñoz,Coquimbo,Plancha a Vapor Philips,Hogar,8.0,29990.0,29.0,despachado,2024-02-28,170343.19999999998,medio
236.0,2024-12-26,16351485,Tomas Espinoza,Coquimbo,Cafetera De Longhi,Hogar,2.0,4990.0,7.8,despachado,2024-12-13,9201.560000000001,bajo
257.0,2024-11-06,22900207-3,Catalina Nunez,Metropolitana,Webcam Logitech C920,Tecnologia,2.0,99990.0,8.7,entregado,2024-05-24,182581.74000000002,alto
172.0,2024-02-17,18.345.130-3,Gabriel Molina,Maule,Lampara LED de Escritorio,Hogar,8.0,79990.0,9.8,pendiente,,577207.84,alto
58.0,2024-02-08,16024831,Diego Morales,Araucania,Aspiradora Robot Xiaomi,Hogar,7.0,14990.0,26.1,cancelado,,77543.27,medio
269.0,2024-03-09,23911435-K,Cristobal Avila,Maule,Aspiradora Robot Xiaomi,Tecnologia,1.0,19990.0,3.8,entregado,2024-09-19,19230.38,medio
112.0,2024-06-25,20085938-3,Ana Martinez,Araucania,Webcam Logitech C920,Tecnologia,3.0,149990.0,9.4,entregado,2024-03-07,407672.82,alto
117.0,2024-06-12,22.103.167-8,Tomas Espinoza,Valparaiso,Plancha a Vapor Philips,Hogar,9.0,149990.0,4.2,cancelado,,1293213.78,alto
76.0,2024-09-16,8854911,Valentina Torres,Valparaiso,Zapatillas Nike Air Max,Moda,10.0,29990.0,9.4,pendiente,,271709.4,medio
292.0,2024-12-24,6.806.082-0,Sebastian Herrera,Maule,Notebook Lenovo IdeaPad,Tecnologia,4.0,14990.0,19.9,cancelado,,48027.96,medio
264.0,2024-02-16,10564786-8,Matias Silva,Araucania,Microondas Mabe 20L,Hogar,5.0,149990.0,4.0,entregado,2024-07-05,719952.0,alto
48.0,2024-05-24,11637711-6,Paula Mendez,Maule,Perfume Hugo Boss,Tecnologia,5.0,79990.0,1.0,despachado,2024-08-20,395950.5,alto
260.0,2024-05-28,12.869.616-1,Daniela Rios,Maule,Perfume Hugo Boss,Moda,9.0,4990.0,13.8,entregado,2024-02-04,38712.42,bajo
281.0,2024-08-22,12394803,Valentina Torres,Maule,Set Cuchillos Tramontina,Hogar,8.0,149990.0,23.1,entregado,2024-08-23,922738.48,alto
297.0,2024-05-02,18854755-3,Lucia Fernandez,Ohiggins,Vestido Floral H&M,Moda,4.0,49990.0,7.9,entregado,2024-11-09,184163.16,medio
274.0,2024-07-04,14.246.277-K,Alejandro Fuentes,Metropolitana,Zapatillas Nike Air Max,Moda,4.0,49990.0,20.6,despachado,2024-03-20,158768.24000000002,medio
287.0,2024-05-18,20870810-0,Isabela Reyes,Coquimbo,Pendrive 64GB Kingston,Tecnologia,10.0,14990.0,20.6,entregado,2024-04-30,119020.6,medio
113.0,2024-03-22,22.271.299-7,Cristobal Avila,Coquimbo,Auriculares Sony WH1000,Tecnologia,10.0,49990.0,12.5,cancelado,,437412.5,medio
63.0,2024-04-27,9589549-K,Cristobal Avila,Ohiggins,Zapatillas Nike Air Max,Moda,8.0,149990.0,25.0,cancelado,,899940.0,alto
23.0,2024-07-30,13327110-4,Fernanda Pizarro,Metropolitana,Jeans Skinny Levi's,Moda,3.0,19990.0,29.3,entregado,2024-04-01,42398.79,medio
242.0,2024-07-31,24774169-8,Constanza Rojas,Metropolitana,Microondas Mabe 20L,Hogar,4.0,79990.0,21.5,pendiente,,251168.6,alto
42.0,2024-09-08,23.571.470-8,Isabela Reyes,Araucania,Cafetera De Longhi,Tecnologia,4.0,99990.0,20.7,entregado,2024-01-09,317168.28,alto
10.0,2024-09-29,12106768,Tomas Espinoza,Coquimbo,Polera Oversize Zara,Moda,8.0,9990.0,24.5,cancelado,,60339.6,bajo
119.0,2024-07-13,19.051.935-2,Tomas Espinoza,Valparaiso,Pendrive 64GB Kingston,Tecnologia,3.0,79990.0,15.7,entregado,2024-12-14,202294.71,alto
232.0,2024-02-16,14.932.856-4,Maria Gonzalez,Coquimbo,Mouse Inalambrico Logitech,Tecnologia,10.0,9990.0,20.1,pendiente,,79820.09999999999,bajo
217.0,2024-08-30,14.565.341-0,Maria Gonzalez,Ohiggins,Notebook Lenovo IdeaPad,Tecnologia,6.0,19990.0,14.7,entregado,2024-10-09,102308.81999999999,medio
101.0,2024-09-22,15778067-1,Andres Vargas,Biobio,Set Cuchillos Tramontina,Hogar,3.0,39990.0,14.9,entregado,2024-02-12,102094.47,medio
222.0,2024-12-09,20796784,Francisco Diaz,Biobio,Chaqueta Parka Columbia,Moda,9.0,199990.0,19.1,entregado,2024-09-16,1456127.19,alto
211.0,2024-02-04,5414860,Sebastian Herrera,Metropolitana,Jeans Skinny Levi's,Moda,5.0,149990.0,9.6,entregado,2024-07-17,677954.8,alto
30.0,2024-01-03,23703434-3,Matias Silva,Coquimbo,Disco SSD 500GB,Tecnologia,7.0,79990.0,7.3,entregado,2024-02-24,519055.11000000004,alto
32.0,2024-02-09,17852531,Roberto Lopez,Maule,Bolso Cuero Sintético,Moda,8.0,99990.0,18.8,despachado,2024-05-26,649535.04,alto
75.0,2024-07-09,16.864.782-K,Antonella Bustos,Coquimbo,Hervidor Electrico Oster,Tecnologia,2.0,9990.0,2.8,pendiente,,19420.56,bajo
150.0,2024-11-05,20117955-7,Sofia Castro,Coquimbo,Aspiradora Robot Xiaomi,Hogar,7.0,9990.0,7.0,pendiente,,65034.899999999994,bajo
190.0,2024-04-13,11.967.115-7,Matias Silva,Valparaiso,Set Cuchillos Tramontina,Tecnologia,6.0,39990.0,13.6,despachado,2024-10-26,207308.16,medio
209.0,2024-09-24,18247436,Ignacio Flores,Araucania,Vestido Floral H&M,Moda,4.0,149990.0,16.6,entregado,2024-10-01,500366.63999999996,alto
162.0,2024-10-13,5979530-9,Matias Silva,Araucania,Teclado Mecanico Redragon,Tecnologia,9.0,19990.0,5.2,despachado,2024-08-24,170554.68,medio
59.0,2024-12-16,19887381,Camila Sanchez,Biobio,Cafetera De Longhi,Hogar,1.0,99990.0,18.5,despachado,2024-04-26,81491.84999999999,alto
215.0,2024-09-05,22005227-6,Alejandro Fuentes,Coquimbo,Polera Oversize Zara,Moda,8.0,19990.0,6.3,entregado,2024-09-21,149845.04,medio
201.0,2024-07-01,10962900,Ignacio Flores,Valparaiso,Parka Impermeable North Face,Moda,9.0,14990.0,20.8,cancelado,,106848.72,medio
237.0,2024-06-26,5390736-K,Sebastian Herrera,Maule,Perfume Hugo Boss,Moda,7.0,9990.0,19.9,despachado,2024-12-12,56013.93,bajo
74.0,2024-08-19,13552682-5,Javiera Vega,Valparaiso,Hervidor Electrico Oster,Hogar,9.0,9990.0,21.6,despachado,2024-07-30,70489.44,bajo
72.0,2024-11-10,18476038,Ana Martinez,Metropolitana,Freidora de Aire Ultracomb,Hogar,2.0,149990.0,13.6,despachado,2024-12-03,259182.72,alto
132.0,2024-10-15,12311554-9,Maria Gonzalez,Metropolitana,Zapatillas Adidas Ultraboost,Moda,8.0,4990.0,4.0,entregado,2024-10-13,38323.2,bajo
265.0,2024-09-04,22.377.344-5,Constanza Rojas,Biobio,Teclado Mecanico Redragon,Moda,10.0,149990.0,19.8,cancelado,,1202919.8,alto
109.0,2024-09-22,22900552,Nicolas Alvarez,Biobio,Plancha a Vapor Philips,Hogar,6.0,14990.0,28.0,despachado,2024-02-10,64756.799999999996,medio
89.0,2024-03-06,19.207.160-8,Juan Perez,Maule,Auriculares Sony WH1000,Tecnologia,7.0,99990.0,19.3,despachado,2024-12-25,564843.51,alto
243.0,2024-09-04,15.799.284-8,Isabela Reyes,Ohiggins,Smart TV 43 LG,Tecnologia,9.0,4990.0,28.1,entregado,2024-03-31,32290.289999999997,bajo
193.0,2024-02-03,16124968-1,Matias Silva,Valparaiso,Pendrive 64GB Kingston,Tecnologia,5.0,149990.0,27.5,pendiente,,543713.75,alto
122.0,2024-07-21,16622030,Francisco Diaz,Coquimbo,Bolso Cuero Sintético,Moda,2.0,29990.0,17.2,entregado,2024-06-25,49663.44,medio
153.0,2024-02-13,9.658.699-4,Francisco Diaz,Maule,Parka Impermeable North Face,Moda,1.0,49990.0,8.8,entregado,2024-10-13,45590.880000000005,medio
259.0,2024-06-25,13480606-3,Lucia Fernandez,Valparaiso,Polera Oversize Zara,Moda,4.0,29990.0,22.4,cancelado,,93088.96,medio
255.0,2024-08-10,6.820.934-2,Paula Mendez,Maule,Disco SSD 500GB,Tecnologia,4.0,9990.0,16.1,entregado,2024-02-06,33526.44,bajo
154.0,2024-09-04,20363287-1,Camila Sanchez,Coquimbo,Plancha a Vapor Philips,Hogar,3.0,9990.0,13.0,entregado,2024-02-09,26073.9,bajo
127.0,2024-10-17,7910436,Ana Martinez,Maule,Licuadora Oster 600W,Hogar,1.0,14990.0,22.1,entregado,2024-04-08,11677.210000000001,medio
39.0,2024-01-07,10133531-6,Catalina Nunez,Coquimbo,Vestido Floral H&M,Moda,6.0,199990.0,2.1,entregado,2024-08-03,1174741.26,alto
276.0,2024-10-08,9876413,Isabela Reyes,Ohiggins,Jeans Skinny Levi's,Moda,4.0,9990.0,15.3,entregado,2024-12-22,33846.12,bajo
223.0,2024-04-24,8952090-7,Antonella Bustos,Maule,Gorra New Era,Moda,6.0,14990.0,19.6,despachado,2024-06-06,72311.76000000001,medio
67.0,2024-07-28,9.552.130-6,Sofia Castro,Metropolitana,Polera Oversize Zara,Tecnologia,8.0,199990.0,27.3,despachado,2024-03-12,1163141.8399999999,alto
3.0,2024-07-12,7333883,Valentina Torres,Metropolitana,Purificador Aire Xiaomi,Hogar,1.0,29990.0,21.9,entregado,2024-10-09,23422.190000000002,medio
77.0,2024-11-07,5204876-2,Ignacio Flores,Maule,Freidora de Aire Ultracomb,Hogar,10.0,149990.0,20.2,entregado,2024-12-21,1196920.2,alto
37.0,2024-07-07,8627192-9,Renata Campos,Valparaiso,Polera Oversize Zara,Moda,4.0,149990.0,14.0,despachado,2024-11-06,515965.6,alto
131.0,2024-09-15,24567189-7,Cristobal Avila,Valparaiso,Parka Impermeable North Face,Moda,10.0,9990.0,3.4,entregado,2024-10-20,96503.4,bajo
102.0,2024-12-19,6924617,Nicolas Alvarez,Araucania,Bolso Cuero Sintético,Moda,8.0,29990.0,18.1,entregado,2024-06-28,196494.47999999998,medio
115.0,2024-07-06,23450142,Javiera Vega,Metropolitana,Disco SSD 500GB,Tecnologia,5.0,14990.0,21.8,entregado,2024-07-24,58610.9,medio
187.0,2024-09-09,5802295,Sofia Castro,Coquimbo,Purificador Aire Xiaomi,Hogar,10.0,29990.0,7.3,entregado,2024-04-10,278007.3,medio
97.0,2024-01-01,7270941,Sebastian Herrera,Ohiggins,Gorra New Era,Moda,4.0,149990.0,21.6,despachado,2024-06-29,470368.64,alto
291.0,2024-05-16,22.479.701-7,Lucia Fernandez,Ohiggins,Webcam Logitech C920,Tecnologia,6.0,19990.0,9.5,despachado,2024-11-26,108545.7,medio
248.0,2024-05-27,23526227-0,Catalina Nunez,Maule,Vestido Floral H&M,Moda,9.0,19990.0,23.5,entregado,2024-12-06,137631.15,medio
106.0,2024-03-21,11743782-2,Fernanda Pizarro,Maule,Lampara LED de Escritorio,Hogar,9.0,9990.0,16.3,cancelado,,75254.67,bajo
271.0,2024-07-16,6309849,Alejandro Fuentes,Valparaiso,Parka Impermeable North Face,Moda,10.0,79990.0,17.7,despachado,2024-02-25,658317.7,alto
91.0,2024-12-20,12970190,Camila Sanchez,Coquimbo,Jeans Skinny Levi's,Moda,7.0,149990.0,4.6,despachado,2024-11-15,1001633.22,alto
87.0,2024-09-25,6757095,Andres Vargas,Ohiggins,Jeans Skinny Levi's,Moda,4.0,4990.0,21.2,cancelado,,15728.480000000001,bajo
130.0,2024-08-29,7.747.111-8,Sebastian Herrera,Coquimbo,Tablet Samsung A8,Tecnologia,6.0,149990.0,12.5,entregado,2024-10-02,787447.5,alto
103.0,2024-11-07,17846461-9,Daniela Rios,Maule,Lampara LED de Escritorio,Hogar,3.0,99990.0,28.6,pendiente,,214178.58,alto
267.0,2024-07-26,10556809-3,Sebastian Herrera,Biobio,Smart TV 43 LG,Tecnologia,7.0,29990.0,29.2,despachado,2024-06-25,148630.44,medio
43.0,2024-05-08,11427048,Constanza Rojas,Valparaiso,Gorra New Era,Moda,6.0,39990.0,21.1,despachado,2024-03-02,189312.65999999997,medio
27.0,2024-12-22,24.096.003-4,Paula Mendez,Biobio,Auriculares Sony WH1000,Moda,5.0,99990.0,20.0,despachado,2024-10-10,399960.0,alto
110.0,2024-11-05,12.073.555-9,Daniela Rios,Biobio,Pendrive 64GB Kingston,Tecnologia,3.0,149990.0,5.1,entregado,2024-10-15,427021.52999999997,alto
92.0,2024-08-28,17813512,Isabela Reyes,Coquimbo,Zapatillas Adidas Ultraboost,Moda,9.0,19990.0,7.2,cancelado,,166956.47999999998,medio
148.0,2024-12-20,6.104.000-2,Juan Perez,Ohiggins,Purificador Aire Xiaomi,Hogar,9.0,9990.0,27.6,despachado,2024-08-31,65094.84,bajo
216.0,2024-01-30,21949228,Renata Campos,Valparaiso,Perfume Hugo Boss,Moda,3.0,4990.0,5.8,entregado,2024-01-17,14101.74,bajo
205.0,2024-06-22,19569347-2,Ana Martinez,Ohiggins,Plancha a Vapor Philips,Hogar,9.0,9990.0,28.3,cancelado,,64465.469999999994,bajo
186.0,2024-01-24,20.325.858-0,Roberto Lopez,Araucania,Smart TV 43 LG,Tecnologia,1.0,199990.0,5.4,entregado,2024-02-05,189190.53999999998,alto
219.0,2024-12-29,22.469.708-9,Ignacio Flores,Maule,Monitor Samsung 24,Tecnologia,10.0,29990.0,24.2,despachado,2024-05-20,227324.2,medio
146.0,2024-05-03,18624019,Valentina Torres,Valparaiso,Vestido Floral H&M,Moda,2.0,14990.0,27.5,entregado,2024-11-13,21735.5,medio
64.0,2024-03-08,17276141,Renata Campos,Metropolitana,Zapatillas Nike Air Max,Moda,8.0,29990.0,1.0,entregado,2024-05-31,237520.8,medio
268.0,2024-03-01,24823653,Gabriel Molina,Maule,Bolso Cuero Sintético,Moda,3.0,19990.0,5.6,entregado,2024-04-27,56611.68,medio
283.0,2024-05-15,7633605,Constanza Rojas,Valparaiso,Chaqueta Parka Columbia,Moda,4.0,79990.0,7.0,despachado,2024-04-27,297562.8,alto
137.0,2024-06-13,23680360,Renata Campos,Valparaiso,Pendrive 64GB Kingston,Tecnologia,10.0,39990.0,17.9,entregado,2024-06-03,328317.89999999997,medio
60.0,2024-03-15,17836056,Valentina Torres,Valparaiso,Notebook Lenovo IdeaPad,Tecnologia,1.0,39990.0,8.8,entregado,2024-09-28,36470.880000000005,medio
213.0,2024-11-12,20.945.676-4,Juan Perez,Ohiggins,Perfume Hugo Boss,Moda,1.0,79990.0,5.2,entregado,2024-12-14,75830.51999999999,alto
226.0,2024-07-15,22818537-3,Javiera Vega,Metropolitana,Vestido Floral H&M,Tecnologia,7.0,199990.0,12.1,cancelado,,1230538.47,alto
133.0,2024-02-05,19.105.006-5,Matias Silva,Araucania,Lampara LED de Escritorio,Moda,9.0,9990.0,29.8,cancelado,,63116.82,bajo
56.0,2024-09-04,13.012.984-9,Valentina Torres,Biobio,Perfume Hugo Boss,Moda,8.0,199990.0,26.0,entregado,2024-06-19,1183940.8,alto
20.0,2024-06-24,8.097.022-K,Gabriel Molina,Valparaiso,Smart TV 43 LG,Tecnologia,5.0,14990.0,8.5,despachado,2024-12-17,68579.25,medio
78.0,2024-02-16,15884483,Pedro Muñoz,Maule,Vestido Floral H&M,Moda,3.0,9990.0,22.2,cancelado,,23316.66,bajo
196.0,2024-10-16,14.426.536-0,Sebastian Herrera,Ohiggins,Parka Impermeable North Face,Moda,9.0,79990.0,23.4,despachado,2024-06-13,551451.06,alto
136.0,2024-12-26,6893947,Camila Sanchez,Coquimbo,Mouse Inalambrico Logitech,Tecnologia,10.0,9990.0,1.0,entregado,2024-01-25,98901.0,bajo
279.0,2024-12-26,16659329-4,Daniela Rios,Metropolitana,Vestido Floral H&M,Moda,10.0,49990.0,6.0,pendiente,,469906.0,medio
158.0,2024-12-20,7851520-1,Javiera Vega,Araucania,Zapatillas Adidas Ultraboost,Moda,7.0,149990.0,16.0,cancelado,,881941.2,alto
15.0,2024-08-20,11371915-4,Maria Gonzalez,Biobio,Aspiradora Robot Xiaomi,Hogar,7.0,14990.0,0.1,entregado,2024-08-04,104825.07,medio
299.0,2024-06-08,9.901.894-0,Alejandro Fuentes,Coquimbo,Mouse Inalambrico Logitech,Tecnologia,1.0,14990.0,14.8,despachado,2024-09-12,12771.48,medio
107.0,2024-10-09,18783996,Pedro Muñoz,Valparaiso,Aspiradora Robot Xiaomi,Hogar,9.0,39990.0,17.2,entregado,2024-11-09,298005.48000000004,medio
143.0,2024-12-16,16817071-2,Catalina Nunez,Biobio,Disco SSD 500GB,Tecnologia,4.0,149990.0,15.0,entregado,2024-05-11,509966.0,alto
93.0,2024-09-03,7.814.382-2,Matias Silva,Coquimbo,Monitor Samsung 24,Tecnologia,3.0,149990.0,26.2,pendiente,,332077.86,alto
16.0,2024-09-14,12892133-6,Cristobal Avila,Coquimbo,Gorra New Era,Moda,6.0,4990.0,1.7,entregado,2024-09-28,29431.02,bajo
164.0,2024-10-27,24802764,Carlos Rodriguez,Metropolitana,Freidora de Aire Ultracomb,Hogar,6.0,199990.0,17.9,entregado,2024-06-27,985150.74,alto
207.0,2024-04-15,20802273,Francisco Diaz,Valparaiso,Auriculares Sony WH1000,Tecnologia,10.0,199990.0,14.4,pendiente,,1711914.4,alto
54.0,2024-08-24,18.941.542-7,Valentina Torres,Metropolitana,Vestido Floral H&M,Moda,4.0,9990.0,29.8,cancelado,,28051.92,bajo
19.0,2024-06-03,9506062-4,Cristobal Avila,Ohiggins,Webcam Logitech C920,Tecnologia,3.0,29990.0,13.1,entregado,2024-11-30,78183.93,medio
280.0,2024-09-16,23.049.042-9,Tomas Espinoza,Metropolitana,Tablet Samsung A8,Hogar,10.0,49990.0,0.1,despachado,2024-10-13,499400.1,medio
156.0,2024-06-15,23308274,Alejandro Fuentes,Araucania,Lampara LED de Escritorio,Hogar,8.0,29990.0,29.0,entregado,2024-05-23,170343.19999999998,medio
273.0,2024-04-29,5238708,Ana Martinez,Coquimbo,Perfume Hugo Boss,Moda,7.0,9990.0,4.0,entregado,2024-02-12,67132.8,bajo
13.0,2024-01-28,8666460-3,Roberto Lopez,Maule,Vestido Floral H&M,Moda,7.0,39990.0,12.3,cancelado,,245498.61,medio
66.0,2024-12-10,23837705,Valentina Torres,Biobio,Aspiradora Robot Xiaomi,Hogar,9.0,29990.0,3.7,entregado,2024-10-26,259923.33,medio
262.0,2024-09-02,14415908,Roberto Lopez,Araucania,Vestido Floral H&M,Moda,6.0,29990.0,4.0,entregado,2024-08-16,172742.4,medio
180.0,2024-08-29,18.353.825-8,Nicolas Alvarez,Coquimbo,Purificador Aire Xiaomi,Tecnologia,6.0,49990.0,16.4,despachado,2024-02-07,250749.84000000003,medio
126.0,2024-08-20,8779798-5,Catalina Nunez,Maule,Purificador Aire Xiaomi,Hogar,2.0,149990.0,27.9,despachado,2024-10-05,216285.58000000002,alto
241.0,2024-02-24,11574033-3,Renata Campos,Metropolitana,Lampara LED de Escritorio,Hogar,5.0,199990.0,16.4,entregado,2024-03-25,835958.2000000001,alto
229.0,2024-11-30,10138092,Javiera Vega,Coquimbo,Perfume Hugo Boss,Tecnologia,10.0,4990.0,29.8,entregado,2024-01-11,35029.799999999996,bajo
147.0,2024-01-17,7.774.485-7,Nicolas Alvarez,Metropolitana,Chaqueta Parka Columbia,Moda,2.0,29990.0,19.6,cancelado,,48223.920000000006,medio
218.0,2024-05-17,9439724-K,Daniela Rios,Maule,Pendrive 64GB Kingston,Tecnologia,4.0,19990.0,19.4,entregado,2024-07-28,64447.76,medio
26.0,2024-01-01,16.079.674-9,Javiera Vega,Ohiggins,Disco SSD 500GB,Tecnologia,4.0,149990.0,7.6,entregado,2024-10-02,554363.04,alto
28.0,2024-12-01,10693898-K,Camila Sanchez,Biobio,Auriculares Sony WH1000,Tecnologia,4.0,29990.0,12.9,entregado,2024-08-26,104485.16,medio
9.0,2024-03-23,15318461-3,Valentina Torres,Ohiggins,Auriculares Sony WH1000,Tecnologia,9.0,199990.0,18.3,despachado,2024-09-28,1470526.47,alto
34.0,2024-05-19,9282478,Juan Perez,Araucania,Freidora de Aire Ultracomb,Hogar,10.0,99990.0,26.9,entregado,2024-09-05,730926.9000000001,alto
214.0,2024-12-16,15766554,Isabela Reyes,Metropolitana,Licuadora Oster 600W,Hogar,5.0,29990.0,25.3,cancelado,,112012.65,medio
12.0,2024-04-19,18658665-3,Ana Martinez,Ohiggins,Webcam Logitech C920,Tecnologia,9.0,9990.0,7.1,entregado,2024-03-08,83526.39,bajo
18.0,2024-01-05,9444504-5,Cristobal Avila,Araucania,Bolso Cuero Sintético,Moda,6.0,79990.0,27.9,cancelado,,346036.74000000005,alto
